rhea_id	PC1	PC2	cluster	class
10494	-1.4111795785482146	-0.7032953076233287	4	3
10497	-1.1009375374262624	-1.051467222714628	6	Unknown
10498	-1.1009375374262624	-1.051467222714628	6	Unknown
10501	-1.2646110703660984	-0.6693189431547425	3	2
10502	-1.2646110703660984	-0.6693189431547425	3	2
10505	6.802459978353806	0.1541823198960501	2	Unknown
10506	6.802459978353806	0.1541823198960501	2	Unknown
10509	-1.1589597234870241	-0.48103042973815074	4	2
10510	-1.1589597234870241	-0.48103042973815074	4	2
10517	6.940915795332079	0.05488250420482956	2	1
10518	6.940915795332079	0.05488250420482956	2	1
10521	-1.1642433181260032	-0.7255094802041913	5	2
10522	-1.1642433181260032	-0.7255094802041913	5	2
10525	-0.9810190863832193	-0.695669372151732	4	4
10526	-0.9810190863832193	-0.695669372151732	4	4
10529	-1.6690628754245003	8.472884422554966	1	1
10530	-1.6690628754245003	8.472884422554966	1	1
10533	-1.2951892145169093	-0.6219401526799855	4	4
10534	-1.2951892145169093	-0.6219401526799855	4	4
10537	-1.2253570819129462	-0.7637817566795713	4	3
10538	-1.2253570819129462	-0.7637817566795713	4	3
10541	-1.2711859520980702	-0.7357299645179116	4	4
10542	-1.2711859520980702	-0.7357299645179116	4	4
10549	-1.0761650855313585	-0.4017325887148636	4	1
10550	-1.0761650855313585	-0.4017325887148636	4	1
10553	-1.2443669985683263	-0.6933931653329144	4	1
10554	-1.2443669985683263	-0.6933931653329144	4	1
10557	-1.4827448417240794	-0.11428749213493174	4	2
10558	-1.4827448417240794	-0.11428749213493174	4	2
10561	-0.8420394147945195	-0.33833819234659657	4	3
10562	-0.8420394147945195	-0.33833819234659657	4	3
10565	-1.1237015724134374	-0.8262373008091178	4	3
10566	-1.1237015724134374	-0.8262373008091178	4	3
10569	-0.8753781421507268	-0.31049474179957487	5	2
10570	-0.8753781421507268	-0.31049474179957487	5	2
10573	-1.0636253047165722	-0.7988896565970979	4	5
10574	-1.0636253047165722	-0.7988896565970979	4	5
10577	-1.4969782135257965	-0.575833670254841	0	2
10578	-1.4969782135257965	-0.575833670254841	0	2
10581	-1.3601614676930156	-0.6665780327500858	0	6
10582	-1.3601614676930156	-0.6665780327500858	0	6
10585	6.191545126404265	0.17113333014724805	2	2
10586	6.191545126404265	0.17113333014724805	2	2
10589	6.5413103473808825	0.18221623385858565	2	2
10590	6.5413103473808825	0.18221623385858565	2	2
10593	-1.8041293281293915	8.53436182302556	1	Unknown
10594	-1.8041293281293915	8.53436182302556	1	Unknown
10597	-1.1289648777336958	-0.7948804336435993	0	2
10598	-1.1289648777336958	-0.7948804336435993	0	2
10601	-1.0914072849478718	-0.5913458385253244	4	5
10602	-1.0914072849478718	-0.5913458385253244	4	5
10605	-1.4429653494464656	-0.4973161340417271	4	3
10606	-1.4429653494464656	-0.4973161340417271	4	3
10609	-1.7943530643058447	8.558080891890654	1	1
10610	-1.7943530643058447	8.558080891890654	1	1
10613	-0.9580504089169446	-0.5122514781292864	5	2
10614	-0.9580504089169446	-0.5122514781292864	5	2
10617	6.62858330288424	0.03286309652026385	2	1
10618	6.62858330288424	0.03286309652026385	2	1
10621	6.30981207182763	-0.058571313001939136	2	1
10622	6.30981207182763	-0.058571313001939136	2	1
10625	-1.3589601999675152	-0.7915727428001492	0	Unknown
10626	-1.3589601999675152	-0.7915727428001492	0	Unknown
10629	-1.2683408705015216	-0.8415488008920388	4	2
10630	-1.2683408705015216	-0.8415488008920388	4	2
10633	6.9453373515186785	0.03909248316512113	2	1
10634	6.9453373515186785	0.03909248316512113	2	1
10637	6.9453373515186785	0.03909248316512113	2	1
10638	6.9453373515186785	0.03909248316512113	2	1
10641	-1.2260148477917734	-0.6101665895982326	4	Unknown
10642	-1.2260148477917734	-0.6101665895982326	4	Unknown
10645	-0.535433928957268	-0.5697622244430471	4	3
10646	-0.535433928957268	-0.5697622244430471	4	3
10649	6.907758523166706	0.08575755041126422	2	Unknown
10650	6.907758523166706	0.08575755041126422	2	Unknown
10653	6.9240731998196	0.056833808542244874	2	1
10654	6.9240731998196	0.056833808542244874	2	1
10657	-1.1145491939811116	-1.0584922839588127	6	2
10658	-1.1145491939811116	-1.0584922839588127	6	2
10661	-1.2859528907677316	-0.8185099568811517	4	5
10662	-1.2859528907677316	-0.8185099568811517	4	5
10665	6.719277507205294	0.06333023391335724	2	1
10666	6.719277507205294	0.06333023391335724	2	1
10669	-1.2705408231034387	-0.8146724301935203	4	2
10670	-1.2705408231034387	-0.8146724301935203	4	2
10673	-0.9711615229134659	0.5884119081565097	4	4
10674	-0.9711615229134659	0.5884119081565097	4	4
10677	-0.9889268524530185	-0.681380596939636	4	Unknown
10678	-0.9889268524530185	-0.681380596939636	4	Unknown
10681	-0.929897167354913	-0.7213690884715419	4	5
10682	-0.929897167354913	-0.7213690884715419	4	5
10685	-1.151831902616502	-0.6967417686779723	4	3
10686	-1.151831902616502	-0.6967417686779723	4	3
10689	-1.374030389496037	-0.557509104377741	4	3
10690	-1.374030389496037	-0.557509104377741	4	3
10693	-0.6565025962975954	0.7636806125172212	4	1
10694	-0.6565025962975954	0.7636806125172212	4	1
10697	-1.6591563337371178	-0.5582285232033262	0	6
10698	-1.6591563337371178	-0.5582285232033262	0	6
10701	-1.2780834496989353	-0.6967388941867756	4	3
10702	-1.2780834496989353	-0.6967388941867756	4	3
10705	-1.7085331945179465	-0.6856181484767174	0	6
10706	-1.7085331945179465	-0.6856181484767174	0	6
10709	-1.375896783760701	-0.49371431717828806	0	2
10710	-1.375896783760701	-0.49371431717828806	0	2
10713	-1.0725718704031846	-0.4280555504781246	4	1
10714	-1.0725718704031846	-0.4280555504781246	4	1
10717	-1.373149186999648	-0.8435058728802851	4	5
10718	-1.373149186999648	-0.8435058728802851	4	5
10721	-0.9495311759801295	-0.8531534780035519	4	1
10722	-0.9495311759801295	-0.8531534780035519	4	1
10725	6.994848605501916	0.06515160007397336	2	1
10726	6.994848605501916	0.06515160007397336	2	1
10729	6.994848605501916	0.06515160007397336	2	1
10730	6.994848605501916	0.06515160007397336	2	1
10737	6.907417951157588	0.154058321730982	2	1
10738	6.907417951157588	0.154058321730982	2	1
10741	6.887144919940785	0.2523166110667384	2	1
10742	6.887144919940785	0.2523166110667384	2	1
10745	6.390999456600372	0.03811098073993502	2	1
10746	6.390999456600372	0.03811098073993502	2	1
10749	-1.1078598845794931	-0.7839178081314525	4	4
10750	-1.1078598845794931	-0.7839178081314525	4	4
10753	-1.1264682390252687	-0.5941149297980967	0	6
10754	-1.1264682390252687	-0.5941149297980967	0	6
10757	-1.5263541084484138	-0.6840403298662495	0	2
10758	-1.5263541084484138	-0.6840403298662495	0	2
10761	-0.9683616469133934	-0.7239796113032002	4	4
10762	-0.9683616469133934	-0.7239796113032002	4	4
10765	-0.611407469108788	-0.6187343623007597	4	1
10766	-0.611407469108788	-0.6187343623007597	4	1
10769	-0.7377920527884613	-0.623467585119644	4	1
10770	-0.7377920527884613	-0.623467585119644	4	1
10773	-1.146396724087427	-0.8296146078104623	4	3
10774	-1.146396724087427	-0.8296146078104623	4	3
10777	6.702036109000377	0.05322525312520951	2	1
10778	6.702036109000377	0.05322525312520951	2	1
10781	6.702036109000377	0.05322525312520951	2	1
10782	6.702036109000377	0.05322525312520951	2	1
10785	-0.9530101649902353	-0.39131837432129163	4	Unknown
10786	-0.9530101649902353	-0.39131837432129163	4	Unknown
10789	-1.3806704078391416	-0.8157100065195065	0	2
10790	-1.3806704078391416	-0.8157100065195065	0	2
10793	-0.9633369016577048	-0.7443196808547222	4	4
10794	-0.9633369016577048	-0.7443196808547222	4	4
10797	6.77575855254249	0.2486642297126447	2	1
10798	6.77575855254249	0.2486642297126447	2	1
10801	-0.9929125618378951	-0.40657244773548773	4	2
10802	-0.9929125618378951	-0.40657244773548773	4	2
10805	-1.059097578158811	-0.8044713591620772	4	5
10806	-1.059097578158811	-0.8044713591620772	4	5
10809	-1.055267284648016	-0.692781555482431	4	1
10810	-1.055267284648016	-0.692781555482431	4	1
10813	6.7443092783223335	0.05382070837059457	2	1
10814	6.7443092783223335	0.05382070837059457	2	1
10817	-1.2928046470732808	-0.874777966031825	4	3
10818	-1.2928046470732808	-0.874777966031825	4	3
10821	-1.133362354273336	-0.8003464727599287	4	5
10822	-1.133362354273336	-0.8003464727599287	4	5
10825	6.941071117423206	0.020198954641833213	2	1
10826	6.941071117423206	0.020198954641833213	2	1
10829	-1.3542691105268958	-0.8695989158048353	0	6
10830	-1.3542691105268958	-0.8695989158048353	0	6
10833	-1.4595373820021484	0.07923580681646732	4	3
10834	-1.4595373820021484	0.07923580681646732	4	3
10837	6.682958843014373	0.31216015310885326	2	1
10838	6.682958843014373	0.31216015310885326	2	1
10841	-1.1643680665547347	-0.7302585365920506	4	4
10842	-1.1643680665547347	-0.7302585365920506	4	4
10845	-0.9740034949353257	-0.8233949506458031	4	2
10846	-0.9740034949353257	-0.8233949506458031	4	2
10849	-1.277020593465487	-0.9565996937469317	0	7
10850	-1.277020593465487	-0.9565996937469317	0	7
10853	-1.1624146530986728	-0.5758968235972124	4	2
10854	-1.1624146530986728	-0.5758968235972124	4	2
10857	-1.2086448658702649	-0.6405537696739447	5	2
10858	-1.2086448658702649	-0.6405537696739447	5	2
10861	6.169799682689131	0.17086674455441758	2	1
10862	6.169799682689131	0.17086674455441758	2	1
10865	6.169799682689131	0.17086674455441758	2	1
10866	6.169799682689131	0.17086674455441758	2	1
10869	-1.218520521522041	-0.7150527519377841	3	2
10870	-1.218520521522041	-0.7150527519377841	3	2
10873	-1.3331764243616522	-0.5554962729435096	4	3
10874	-1.3331764243616522	-0.5554962729435096	4	3
10877	-1.0066429337275111	-0.7804990136705694	4	4
10878	-1.0066429337275111	-0.7804990136705694	4	4
10881	-0.6878369798174802	-0.1524328252214834	4	3
10882	-0.6878369798174802	-0.1524328252214834	4	3
10885	-1.0544737969950146	-0.6758910430233314	4	4
10886	-1.0544737969950146	-0.6758910430233314	4	4
10889	6.772269811196521	0.03591416217429236	2	Unknown
10890	6.772269811196521	0.03591416217429236	2	Unknown
10893	6.991508978742555	0.15508972341763963	2	Unknown
10894	6.991508978742555	0.15508972341763963	2	Unknown
10897	-0.9982121237781243	-0.7054614471486322	4	3
10898	-0.9982121237781243	-0.7054614471486322	4	3
10901	-1.0432466284052149	-0.6113260666156204	4	2
10902	-1.0432466284052149	-0.6113260666156204	4	2
10905	-1.0400452735742514	-0.6214902000053384	4	1
10906	-1.0400452735742514	-0.6214902000053384	4	1
10909	-1.3005511706904065	-0.7188175089153687	4	2
10910	-1.3005511706904065	-0.7188175089153687	4	2
10913	-1.008365683727546	-0.2105998338482497	0	6
10914	-1.008365683727546	-0.2105998338482497	0	6
10917	-1.3834376075426607	-0.6765550300722696	4	Unknown
10918	-1.3834376075426607	-0.6765550300722696	4	Unknown
10925	-1.2707947441949607	-0.5770050175126761	4	5
10926	-1.2707947441949607	-0.5770050175126761	4	5
10929	-1.7857836499842406	8.554985566210508	1	Unknown
10930	-1.7857836499842406	8.554985566210508	1	Unknown
10933	-1.6171380213949467	-0.5533272676727702	0	6
10934	-1.6171380213949467	-0.5533272676727702	0	6
10937	-0.8076806041942797	-0.3579375154963798	4	1
10938	-0.8076806041942797	-0.3579375154963798	4	1
10941	-1.3032924448964616	-0.34818592760312606	4	4
10942	-1.3032924448964616	-0.34818592760312606	4	4
10945	-1.426084981923813	-0.7316285956667015	4	3
10946	-1.426084981923813	-0.7316285956667015	4	3
10949	-1.391141879866719	-0.8241318275492625	0	2
10950	-1.391141879866719	-0.8241318275492625	0	2
10953	-1.0592421449662701	-0.7042444187394029	3	2
10954	-1.0592421449662701	-0.7042444187394029	3	2
10957	6.5460410296793885	0.21014197936437673	2	1
10958	6.5460410296793885	0.21014197936437673	2	1
10961	-1.1617135944614851	-0.7908118215679043	4	5
10962	-1.1617135944614851	-0.7908118215679043	4	5
10965	-1.4085985283062337	-0.710049104283355	0	2
10966	-1.4085985283062337	-0.710049104283355	0	2
10969	-1.241896977680675	-0.9679369587213579	0	6
10970	-1.241896977680675	-0.9679369587213579	0	6
10977	6.747665428091783	0.25947195036687587	2	1
10978	6.747665428091783	0.25947195036687587	2	1
10981	-1.1919186716614296	-0.6248659509092597	4	5
10982	-1.1919186716614296	-0.6248659509092597	4	5
10985	-1.131158916657848	-0.8221010951214575	4	1
10986	-1.131158916657848	-0.8221010951214575	4	1
10993	6.952742146330866	0.06566169572222585	2	1
10994	6.952742146330866	0.06566169572222585	2	1
10997	-1.19158437571677	-1.1230095598554446	6	2
10998	-1.19158437571677	-1.1230095598554446	6	2
11001	-1.2681532677056282	-0.49388094371560975	4	3
11002	-1.2681532677056282	-0.49388094371560975	4	3
11005	6.644341223360474	0.11499162015259633	2	1
11006	6.644341223360474	0.11499162015259633	2	1
11009	-1.277020593465487	-0.9565996937469317	0	3
11010	-1.277020593465487	-0.9565996937469317	0	3
11013	-1.0309078745533353	-0.4542411526960075	4	3
11014	-1.0309078745533353	-0.4542411526960075	4	3
11017	-1.169350201045719	-0.6151450446373692	4	3
11018	-1.169350201045719	-0.6151450446373692	4	3
11021	-1.1369930416195897	-0.9367283462888133	0	2
11022	-1.1369930416195897	-0.9367283462888133	0	2
11025	-1.2705093317226293	-0.9454432647771323	0	2
11026	-1.2705093317226293	-0.9454432647771323	0	2
11029	-1.391141879866719	-0.8241318275492625	0	2
11030	-1.391141879866719	-0.8241318275492625	0	2
11033	-0.9815222019464733	-0.6529250666769678	4	5
11034	-0.9815222019464733	-0.6529250666769678	4	5
11037	-1.277020593465487	-0.9565996937469317	0	7
11038	-1.277020593465487	-0.9565996937469317	0	7
11041	-1.0158226800931554	-0.8270154351095748	4	4
11042	-1.0158226800931554	-0.8270154351095748	4	4
11045	-0.9940100452153942	-0.6618271088509939	4	3
11046	-0.9940100452153942	-0.6618271088509939	4	3
11049	-1.2451332237782853	-0.7962367330003837	4	2
11050	-1.2451332237782853	-0.7962367330003837	4	2
11053	6.660958554211651	0.1296989037196449	2	1
11054	6.660958554211651	0.1296989037196449	2	1
11057	6.660958554211651	0.1296989037196449	2	1
11058	6.660958554211651	0.1296989037196449	2	1
11061	-1.5996819733252827	-0.5673266226546548	0	6
11062	-1.5996819733252827	-0.5673266226546548	0	6
11065	-1.1704694771576014	-0.8381744110713024	4	3
11066	-1.1704694771576014	-0.8381744110713024	4	3
11069	-1.3155889460424386	-0.8056661687455523	4	3
11070	-1.3155889460424386	-0.8056661687455523	4	3
11073	6.655712913681094	0.2511403926546416	2	1
11074	6.655712913681094	0.2511403926546416	2	1
11077	6.655712913681094	0.2511403926546416	2	1
11078	6.655712913681094	0.2511403926546416	2	1
11081	-1.4233238686915577	-0.7296335179369366	4	3
11082	-1.4233238686915577	-0.7296335179369366	4	3
11085	-1.1519528241268036	-0.5115125485663546	4	4
11086	-1.1519528241268036	-0.5115125485663546	4	4
11089	-1.3190121112384252	-0.6460831765896573	5	3
11090	-1.3190121112384252	-0.6460831765896573	5	3
11093	6.939622272663445	0.11485055443544671	2	1
11094	6.939622272663445	0.11485055443544671	2	1
