rhea_id	PC1	PC2	cluster	class	class_label
10001	-0.9760518029757822	-0.6680764577825321	1	3	Hydrolases
10002	-0.9760518029757485	-0.6680764577826912	1	3	Hydrolases
10005	-1.0193058237975159	-0.481826690294084	1	5	Isomerases
10006	-1.0193058237975159	-0.4818266902940839	1	5	Isomerases
10009	-1.2750923140197838	-0.8307609144077752	1	Unknown	
10010	-1.2750923140197838	-0.8307609144077752	1	Unknown	
10013	-0.9827325427636691	-0.43570154731136496	1	1	Oxidoreductases
10014	-0.9827325427636691	-0.43570154731136496	1	1	Oxidoreductases
10017	-1.245015214554186	-0.33465769890954683	1	3	Hydrolases
10018	-1.245015214554186	-0.33465769890954683	1	3	Hydrolases
10021	6.983388891118341	0.13675153527337797	2	1	Oxidoreductases
10022	6.983388891118341	0.13675153527337797	2	1	Oxidoreductases
10025	-1.005670860978426	-0.7832024476343319	0	Unknown	
10026	-1.005670860978426	-0.7832024476343319	0	Unknown	
10029	-0.8412064305195474	-0.6310031254371596	1	1	Oxidoreductases
10030	-0.8412064305195474	-0.6310031254371596	1	1	Oxidoreductases
10033	-0.9421162546630988	-0.6925406755118385	1	3	Hydrolases
10034	-0.9421162546630988	-0.6925406755118385	1	3	Hydrolases
10037	-1.2521882429226399	-0.6028852370052731	1	1	Oxidoreductases
10038	-1.2521882429226399	-0.6028852370052731	1	1	Oxidoreductases
10041	-1.257302059793313	-0.7761096532047861	1	3	Hydrolases
10042	-1.257302059793313	-0.7761096532047861	1	3	Hydrolases
10045	7.015991425996129	0.03714218717651693	2	1	Oxidoreductases
10046	7.015991425996129	0.03714218717651693	2	1	Oxidoreductases
10049	-1.253800211230886	-0.8323477826690943	1	2	Transferases
10050	-1.253800211230886	-0.8323477826690943	1	2	Transferases
10053	7.012121291177096	0.060370644709682945	2	1	Oxidoreductases
10054	7.012121291177096	0.060370644709682945	2	1	Oxidoreductases
10057	-0.8905204111439065	-0.44513842183910723	1	4	Lyases
10058	-0.8905204111439065	-0.44513842183910723	1	4	Lyases
10061	-1.0855013710486203	-0.590186665386558	5	2	Transferases
10062	-1.0855013710486203	-0.590186665386558	5	2	Transferases
10065	-0.9083501806912923	-0.704488308433646	1	2	Transferases
10066	-0.9083501806912923	-0.704488308433646	1	2	Transferases
10069	-1.058253021775146	-0.7819419872033275	4	2	Transferases
10070	-1.058253021775146	-0.7819419872033275	4	2	Transferases
10073	-1.208134500128921	-0.8965051865428777	0	2	Transferases
10074	-1.208134500128921	-0.8965051865428777	0	2	Transferases
10077	-1.2462167358401377	-0.7074043053747383	1	3	Hydrolases
10078	-1.2462167358401377	-0.7074043053747383	1	3	Hydrolases
10081	6.799760668989414	-0.0063694852475744195	2	1	Oxidoreductases
10082	6.799760668989414	-0.0063694852475744195	2	1	Oxidoreductases
10085	-0.5276524568978946	-0.47934408629533665	1	1	Oxidoreductases
10086	-0.5276524568978946	-0.47934408629533665	1	1	Oxidoreductases
10089	-1.1212963036136647	-0.8148079216948568	4	2	Transferases
10090	-1.1212963036136647	-0.8148079216948568	4	2	Transferases
10093	-1.30868063633705	-0.6128886841214214	1	3	Hydrolases
10094	-1.30868063633705	-0.6128886841214214	1	3	Hydrolases
10097	-1.1466834013891583	-0.4642907025658198	0	2	Transferases
10098	-1.1466834013891583	-0.4642907025658198	0	2	Transferases
10101	-1.2164199905177826	-0.5149383136310887	1	3	Hydrolases
10102	-1.2164199905177826	-0.5149383136310887	1	3	Hydrolases
10105	-0.7188646969208251	-0.5936733707752769	1	1	Oxidoreductases
10106	-0.7188646969208251	-0.5936733707752769	1	1	Oxidoreductases
10109	6.6547659097685665	0.026501367130767093	2	1	Oxidoreductases
10110	6.6547659097685665	0.026501367130767093	2	1	Oxidoreductases
10113	-1.2287592846476194	-0.9209744836252621	1	4	Lyases
10114	-1.2287592846476194	-0.9209744836252621	1	4	Lyases
10117	6.992367789391666	0.08538005816769571	2	1	Oxidoreductases
10118	6.992367789391666	0.08538005816769571	2	1	Oxidoreductases
10121	-0.1646555658700852	0.5396100860412998	1	3	Hydrolases
10122	-0.1646555658700852	0.5396100860412998	1	3	Hydrolases
10125	6.715391578332368	0.09064197353210679	2	1	Oxidoreductases
10126	6.715391578332368	0.09064197353210679	2	1	Oxidoreductases
10129	-1.1370149814293997	-0.564719048501193	1	5	Isomerases
10130	-1.1370149814293997	-0.564719048501193	1	5	Isomerases
10133	-1.4022867557655416	-0.7006652229966729	5	6	Ligases
10134	-1.4022867557655416	-0.7006652229966729	5	6	Ligases
10137	-1.2080877832043864	-0.5157819993306246	1	4	Lyases
10138	-1.2080877832043864	-0.5157819993306246	1	4	Lyases
10141	6.911429221364019	0.14433247552623626	2	1	Oxidoreductases
10142	6.911429221364019	0.14433247552623626	2	1	Oxidoreductases
10145	-1.2206260540941694	-0.5032319900613149	1	3	Hydrolases
10146	-1.2206260540941694	-0.5032319900613149	1	3	Hydrolases
10149	-0.8863584437683901	0.20792671625382772	1	3	Hydrolases
10150	-0.8863584437683901	0.20792671625382772	1	3	Hydrolases
10153	-1.165949430938004	-0.6932855505295755	1	2	Transferases
10154	-1.165949430938004	-0.6932855505295755	1	2	Transferases
10157	-1.5420621618158576	8.544616768601436	3	1	Oxidoreductases
10158	-1.5420621618158576	8.544616768601436	3	1	Oxidoreductases
10161	7.066432998882585	-0.06788790134687796	2	1	Oxidoreductases
10162	7.066432998882585	-0.06788790134687796	2	1	Oxidoreductases
10165	-1.1390481086738795	-0.6633123808670868	1	4	Lyases
10166	-1.1390481086738795	-0.6633123808670868	1	4	Lyases
10169	-1.0743748389746022	-0.6003417761200321	1	1	Oxidoreductases
10170	-1.0743748389746022	-0.6003417761200321	1	1	Oxidoreductases
10173	-0.9561839507281046	-0.7147549730769107	1	3	Hydrolases
10174	-0.9561839507281046	-0.7147549730769107	1	3	Hydrolases
10177	6.858082468218119	0.13490475294235577	2	1	Oxidoreductases
10178	6.858082468218119	0.13490475294235577	2	1	Oxidoreductases
10181	6.400791104565234	-0.09566230099678424	2	1	Oxidoreductases
10182	6.400791104565234	-0.09566230099678424	2	1	Oxidoreductases
10185	-0.911475964794482	-0.6336882545520348	1	3	Hydrolases
10186	-0.911475964794482	-0.6336882545520348	1	3	Hydrolases
10189	-1.0718774081802718	-0.44429560748235597	5	2	Transferases
10190	-1.0718774081802718	-0.44429560748235597	5	2	Transferases
10193	-1.2300810848487083	-0.8905661435476538	1	7	Translocases
10194	-1.2300810848487083	-0.8905661435476538	1	7	Translocases
10197	-0.46697371677800553	-0.5596587616721269	1	4	Lyases
10198	-0.46697371677800553	-0.5596587616721269	1	4	Lyases
10201	6.9059809668357	0.01649621914803794	2	1	Oxidoreductases
10202	6.9059809668357	0.01649621914803794	2	1	Oxidoreductases
10205	-1.4757421499125953	7.738615188713651	3	1	Oxidoreductases
10206	-1.4757421499125953	7.738615188713651	3	1	Oxidoreductases
10209	-0.529123034286833	-0.36490839098202205	1	2	Transferases
10210	-0.529123034286833	-0.36490839098202205	1	2	Transferases
10213	-0.9329162119511489	-0.49496328233932213	1	2	Transferases
10214	-0.9329162119511489	-0.49496328233932213	1	2	Transferases
10217	-1.087838017869651	-0.863035548623245	1	2	Transferases
10218	-1.087838017869651	-0.863035548623245	1	2	Transferases
