rhea_id	PC1	PC2	cluster	class	class_label
10001	-1.0128201586653909	-0.7562698792409287	3	3	Hydrolases
10002	-1.0128201586654129	-0.7562698792409321	3	3	Hydrolases
10005	-1.0392359783731808	-0.5462402060746605	6	5	Isomerases
10006	-1.0392359783731808	-0.5462402060746604	6	5	Isomerases
10009	-1.2861140591353153	-0.9097665788869348	6	Unknown	
10010	-1.2861140591353153	-0.9097665788869348	6	Unknown	
10013	-1.0210532462044248	-0.521235735482997	6	1	Oxidoreductases
10014	-1.0210532462044248	-0.521235735482997	6	1	Oxidoreductases
10017	-1.2888280496292288	-0.4332589175918393	3	3	Hydrolases
10018	-1.2888280496292288	-0.4332589175918393	3	3	Hydrolases
10021	6.929183619514833	0.28935791835277563	2	1	Oxidoreductases
10022	6.929183619514833	0.28935791835277563	2	1	Oxidoreductases
10025	-1.0319322930578936	-0.8697582713619478	4	Unknown	
10026	-1.0319322930578936	-0.8697582713619478	4	Unknown	
10029	-0.9929320503743199	-0.7139453305409087	6	1	Oxidoreductases
10030	-0.9929320503743199	-0.7139453305409087	6	1	Oxidoreductases
10033	-0.9576357665041221	-0.7590840484401953	6	3	Hydrolases
10034	-0.9576357665041221	-0.7590840484401953	6	3	Hydrolases
10037	-1.2666864945685359	-0.6756219546619459	6	1	Oxidoreductases
10038	-1.2666864945685359	-0.6756219546619459	6	1	Oxidoreductases
10041	-1.2694926546382617	-0.8547582972253668	6	3	Hydrolases
10042	-1.2694926546382617	-0.8547582972253668	6	3	Hydrolases
10045	6.969470748471281	0.19840362411258985	2	1	Oxidoreductases
10046	6.969470748471281	0.19840362411258985	2	1	Oxidoreductases
10049	-1.2758675217362425	-0.9239692864839152	6	2	Transferases
10050	-1.2758675217362425	-0.9239692864839152	6	2	Transferases
10053	6.9636564831412	0.21689651737802618	2	1	Oxidoreductases
10054	6.9636564831412	0.21689651737802618	2	1	Oxidoreductases
10057	-0.9172093408574981	-0.5101767678573373	6	4	Lyases
10058	-0.9172093408574981	-0.5101767678573373	6	4	Lyases
10061	-1.1340174836482715	-0.7002608562440318	0	2	Transferases
10062	-1.1340174836482715	-0.7002608562440318	0	2	Transferases
10065	-0.9327137888665789	-0.7768859833726942	6	2	Transferases
10066	-0.9327137888665789	-0.7768859833726942	6	2	Transferases
10069	-1.0029817294389165	-0.5100944158769907	1	2	Transferases
10070	-1.0029817294389165	-0.5100944158769907	1	2	Transferases
10073	-1.2292206408891737	-0.9859398656467805	4	2	Transferases
10074	-1.2292206408891737	-0.9859398656467805	4	2	Transferases
10077	-1.2692988743761313	-0.7639936704697569	6	3	Hydrolases
10078	-1.2692988743761313	-0.7639936704697569	6	3	Hydrolases
10081	6.755844664116451	0.1467974662657128	2	1	Oxidoreductases
10082	6.755844664116451	0.1467974662657128	2	1	Oxidoreductases
10085	-0.5634331701691607	-0.5396218640116067	6	1	Oxidoreductases
10086	-0.5634331701691607	-0.5396218640116067	6	1	Oxidoreductases
10089	-1.1444684007121877	-0.7480684473395903	1	2	Transferases
10090	-1.1444684007121877	-0.7480684473395903	1	2	Transferases
10093	-1.3236620186975894	-0.6938599818214573	6	3	Hydrolases
10094	-1.3236620186975894	-0.6938599818214573	6	3	Hydrolases
10097	-1.200912547114538	-0.5873046757156037	4	2	Transferases
10098	-1.200912547114538	-0.5873046757156037	4	2	Transferases
10101	-1.2481487791198582	-0.6026204342190851	6	3	Hydrolases
10102	-1.2481487791198582	-0.6026204342190851	6	3	Hydrolases
10105	-0.8944481756600827	-0.453288921794516	6	1	Oxidoreductases
10106	-0.8944481756600827	-0.453288921794516	6	1	Oxidoreductases
10109	6.608545542574088	0.1724775120253223	2	1	Oxidoreductases
10110	6.608545542574088	0.1724775120253223	2	1	Oxidoreductases
10113	-1.2527856072036283	-1.0110936264642418	6	4	Lyases
10114	-1.2527856072036283	-1.0110936264642418	6	4	Lyases
10117	6.92773398031569	0.23129901579640558	2	1	Oxidoreductases
10118	6.92773398031569	0.23129901579640558	2	1	Oxidoreductases
10121	-0.35280211392078586	0.5073133305146172	6	3	Hydrolases
10122	-0.35280211392078586	0.5073133305146172	6	3	Hydrolases
10125	6.658253136959942	0.22700748656399605	2	1	Oxidoreductases
10126	6.658253136959942	0.22700748656399605	2	1	Oxidoreductases
10129	-1.0280150995473223	-0.62527912309694	6	5	Isomerases
