rhea_id	PC1	PC2
55933	-1.453498967219782	-0.6068713837671034
13966	-1.2029616809047876	-0.9950957646158867
43189	-1.2651755666009037	-0.7258098154243473
42297	-1.3171792339699908	-0.2063103766618414
34301	-1.1458633623153318	-0.5806710273785478
20374	-1.594555637831067	-0.9195977353636683
66321	-1.545451841572098	0.4290687605313156
37608	-1.3748992078851063	-0.8982501007167295
28728	-1.2091307383030094	-0.751196709960459
40480	-1.365135290662244	-0.779495486185597
29436	-0.6576184237326902	-0.23477581962716002
60750	-1.0906190712925885	-0.8110604173288605
39625	6.706524684663516	0.22225233358092278
41946	-1.31929606920648	-0.8973988388848982
50693	-1.261215511833934	-0.8373725545911161
36516	-1.255030040666256	-0.7842184313176318
47489	6.978888565622507	0.07412062014176317
48962	-1.0148908608906937	-0.5010147014824738
30601	-1.2641086090473277	-0.8101931378830018
57842	-1.3086915377732895	-0.8600272858692527
46797	-1.2122397835558294	-0.6746029583123039
11817	-0.92410713239402	-0.8053241801991227
43837	6.781501660869488	0.13536291882116055
62621	-1.3220131818742875	-0.8913392579468102
33308	-1.1170571204459114	-0.39794828379158265
54393	-1.3720111320790538	-0.8587425760398777
32016	-1.3479816248095418	-0.6405113312071826
22205	6.614820499783781	0.11933131279117339
64250	-1.2545163530381969	-0.3820907591989794
34473	6.770349509803501	0.06582780593716457
44194	-1.4218791394932444	-0.7513033102276564
21718	-0.40576255844416576	0.782171894876159
39157	-0.9588755592947907	-0.6539140935448902
19287	-1.4698662994016098	-0.32769111350735547
36264	-1.237655888603537	-0.7840307797740091
29344	-1.3865921637044785	-0.7373071335009844
60022	-1.4257629787643504	-0.7232161466273249
56590	-1.1903692421845051	-0.7252255473450069
66453	6.8211874339758145	-0.002307616661267407
38249	-1.2567166508512404	-0.9017472333646037
20406	-1.1136469969073441	-0.6158732275835556
18199	-1.124365358629303	-0.677100909958782
30173	-1.2816101920265566	-0.831601212714278
18827	-1.0427231746345256	-0.7311400140861766
22577	-1.3570952799566023	-0.5383819492133408
25218	-1.1658718747099737	-0.5617921731519938
32764	-1.0083911209487135	-0.5143942941984184
62153	-1.431862489230325	-0.846168524985139
24106	-1.303045745163457	-0.6048494593119288
52090	-1.6210968464671898	-0.947785631826254
23669	-1.4693706804120343	-0.2772902506851744
27427	-1.3734647528934418	-0.6941050002423379
16822	6.9924900978889335	0.04561024407492048
50877	6.906347091204071	0.16612054312892752
31245	6.896972165266418	0.2079972781378444
63265	-1.3047784626789871	-0.647295297494811
25230	6.919857406030972	0.12397689702099941
33452	-1.1573476764412203	-0.6796132534400343
44802	-1.337281579678166	-0.692434219230428
13782	-1.233505154929899	-0.4703940427969998
65614	-1.959916617012677	8.517201650335396
23641	-1.1655421621448352	-0.42417743334173075
52906	-0.9590744647770708	-0.78181202102052
15495	-1.2793598711488372	-0.8248478402533398
35745	6.634330280657547	0.13113578333869133
48786	-1.081303065815314	-0.6122853775751433
59853	6.572900629201618	0.03223895682068727
21730	6.856770601279578	0.09407750338450369
46973	-1.2992899573892254	-0.6122941919998593
61314	-1.9300005383726386	8.533812356831437
28072	-1.2474152125490348	-0.42823783636133456
37152	-1.3748992078851063	-0.8982501007167295
49498	-1.0338173282373764	-0.4401376953426908
38261	-1.1631358032819472	-0.6040390238071862
17282	-1.1845137713346332	-0.5291264586152921
58581	-0.9677465265938892	-0.18085383335938576
31537	-1.0270325058562642	-0.3642037818509972
27355	-1.2367758355514187	-1.1658370272265954
30629	6.880400453882878	0.24592805002581658
23133	-1.1076728770453454	-0.7642373712042629
65166	-1.1855324125628155	-0.583151842091822
33320	-1.2779607665940529	-0.9348468020966944
62609	-0.9103994881165385	-0.5501228397308384
35989	-1.3787042726460912	-0.9058890570778092
14947	-1.2118378168705735	-0.6641453275264045
25542	-1.1953459318508797	-0.6666782638419644
63517	6.827022994813984	0.14819815534972283
64278	-1.1495518095954815	-0.7303300984796723
24884	6.757562010724258	0.30824015465520854
35037	-1.3770348226007507	-0.517993215645094
32980	-1.3020438767716318	-0.49314990167299
34329	6.812148230264231	0.24443431367831375
37620	-1.2737976276810856	-0.931510297708132
66309	-1.2441156756264307	-0.3469418287430322
38513	-1.323998042427152	-0.8175829790510682
61466	-1.0499176389580216	-1.0361532392766664
28700	-1.2566002999971506	-0.8055791999372292
60778	-1.0125318086915236	-0.6780716834704299
11181	-1.6181569803006806	-0.3244837314387888
21042	-1.1092503497066848	-0.7616578165134651
67017	-1.168684645490249	-0.3749670483364255
60793	-1.0781018801337934	-0.2745058527863174
37813	-1.2818566302534127	-0.932950592535874
41985	6.974483073577945	0.06416564985662013
50650	-0.9983031419825674	-0.7163529122590284
28933	-0.9756453816737052	-0.8312769552916833
49301	-1.141023961317574	-0.3505983349600781
56221	-1.1413466734219315	-0.7570798199502633
10274	-1.388829606797897	-0.7025176044180176
42254	-1.2595675073758072	-0.7842207478125297
44625	6.754715701311838	0.2801121941840612
23866	-1.4181536620965245	-0.5668608492837021
54350	-1.5047935226144271	-0.6552519668722184
12305	6.877654628098865	0.12406491829395774
64293	6.65502937396296	0.13213022003201144
52721	-1.3889645866797848	-0.09870060520037062
14774	5.740780985131648	0.013907948745491531
21917	-1.2601132084036806	-0.6606597201554402
59674	-1.3067345064175158	-0.579466759694153
57881	-1.0336991052204805	-0.83929988603168
46754	-1.7033264566238895	8.553736680186178
39180	6.762286940037077	0.16658973701783286
16163	6.911991946298043	0.06430626178546216
19250	-1.1257376288335597	-0.7649116386096473
29393	-1.612588155003408	-0.6694759544208004
40325	-1.3824319053957128	-0.7943506359640489
28099	-1.4702202035479648	-0.6598418376987364
10506	6.7889321405289085	0.15535919413594715
56553	-1.3643465281829212	-0.7914290475318153
49473	-1.1889756796400708	-0.676211759636614
66490	-1.0330928876857899	-0.7208678760273898
50122	-1.3468728849353573	-0.6193338998106274
46998	-0.9354061285289197	-0.6656321117073873
43638	1.957626939812282	0.135196311749368
